simulation,total_cost,build_cost,inservice_cost
5008,3578264.0781823457,3441588.2556193797,136675.82256296588
5009,3793229.7337343157,3661458.6609136267,131771.0728206894
5010,5204663.133312913,5038162.197156812,166500.93615610123
5011,4654356.290538328,4493078.10004446,161278.19049386727
5012,4163448.147738386,4009576.494083885,153871.65365450038
5013,3851525.677144851,3702265.461296107,149260.2158487441
5014,4090308.116531512,3924738.264947109,165569.8515844026
5015,3875049.78364365,3732746.0388022317,142303.7448414186
5016,2787058.7371927765,2677680.0825911644,109378.6546016121
5017,5148504.228353592,4983319.813582265,165184.41477132592
5018,4019894.5498517407,3886960.9002614063,132933.64959033506
5019,4314128.823840192,4169079.637699855,145049.1861403378
5020,4231599.579392882,4083916.986423895,147682.59296898646
5021,3753249.166093903,3623866.0357110235,129383.13038287984
5022,3986730.561213623,3829714.7704802616,157015.79073336106
5023,2920459.987561113,2805173.0826987987,115286.90486231478
5024,5449047.889174187,5269340.238161047,179707.65101314007
5025,3118567.3682304733,2990456.0511976015,128111.31703287132
5026,3454019.827748517,3324865.5918159382,129154.23593257912
5027,3930586.2330037896,3788958.2293101023,141628.0036936878
5028,5088484.929002416,4937794.66284054,150690.26616187685
5029,4010080.779866986,3860803.284694338,149277.49517264694
5030,3098067.279376299,2984185.585904501,113881.69347179779
5031,4680210.321106251,4536197.11222202,144013.20888423227
5032,4328284.267768119,4162335.1499027605,165949.11786535918
5033,4384013.218850398,4224173.577830368,159839.64102003147
5034,4384946.194821391,4245609.192495941,139337.00232545027
5035,5639163.812385196,5455734.186853084,183429.6255321116
5036,5451280.833672358,5280223.996317219,171056.83735514025
5037,3364366.4110443317,3239411.358354019,124955.05269031328
5038,4931290.794641175,4777979.142579515,153311.65206165836
5039,4202280.871340351,4063180.144923512,139100.72641683853
5040,4241661.343032488,4099412.407428462,142248.93560402628
5041,3004190.466934186,2896178.6438486646,108011.82308552171
5042,3593581.3511274783,3462343.034502359,131238.3166251198
5043,3310897.90659304,3184877.0701597175,126020.83643332236
5044,4581117.276660465,4431630.488163514,149486.7884969521
5045,4588980.453511137,4435605.7979779495,153374.65553318575
5046,2697801.495947552,2575647.0895645437,122154.40638300814
5047,3796148.0279392656,3650559.8668058426,145588.16113342321
5048,4855334.906912043,4690953.820398291,164381.08651375267
5049,4013445.87742542,3858294.3385521476,155151.53887327242
5050,4579580.758401496,4430929.833102944,148650.92529855366
5051,4545447.34756461,4384305.053542544,161142.29402206538
5052,4169104.0753537193,4028125.846213988,140978.22913973147
5053,3818023.5871031624,3687638.9225347657,130384.66456839672
5054,3204149.23323745,3080890.81136003,123258.42187741993
5055,3199485.705055518,3075976.074113471,123509.63094204676
5056,4738015.379227248,4592755.7305509485,145259.64867630048
5057,3847411.270972373,3729360.735415551,118050.53555682214
5058,4130034.7383724055,3968019.120785028,162015.61758737738
5059,3501162.7312023784,3375293.6348449877,125869.09635739055
5060,4038973.137303794,3882465.0880941004,156508.0492096933
5061,4843102.372425478,4673103.123486832,169999.24893864637
5062,4003985.950713588,3860720.307715719,143265.64299786868
5063,3251426.27222206,3125669.470424735,125756.8017973247
5064,4511097.801151717,4360447.004808022,150650.79634369508
5065,3877687.836891883,3739776.51158905,137911.32530283334
5066,4095211.6201571776,3937102.2843221356,158109.33583504142
5067,5205560.978245605,5039423.040320319,166137.9379252848
5068,4135097.0994162466,3998592.7751220106,136504.32429423564
5069,4321527.751782626,4166119.2205259455,155408.5312566807
5070,3268586.824776274,3151714.3381727026,116872.48660357173
5071,4202761.262140612,4051147.4030122,151613.85912841276
5072,4233396.892236923,4070222.632736042,163174.25950088078
5073,3192132.846505422,3056848.043548763,135284.80295665894
5074,4152403.762592517,4004357.4512445927,148046.31134792423
5075,3879026.6621433184,3744962.0193047654,134064.64283855335
5076,3766392.3479193,3632923.082298943,133469.2656203578
5077,4635641.569757532,4462281.75114998,173359.81860755227
5078,4031605.6802246994,3897226.286702227,134379.39352247264
5079,5148906.551874349,4979767.052320103,169139.49955424535
5080,3482719.733460405,3354150.575389919,128569.15807048671
5081,3987855.7219959195,3837592.9692363674,150262.75275955207
5082,4109012.6159768724,3951676.0689514535,157336.54702541942
5083,3614760.5981111173,3468878.899574323,145881.69853679434
5084,4295839.386282476,4161860.992948071,133978.3933344044
5085,5430958.086817395,5256363.75325106,174594.33356633515
5086,3830099.607183025,3711169.09019613,118930.51698689537
5087,4417849.045968255,4252044.1836496275,165804.86231862885
5088,4147260.668354174,4008101.0783013245,139159.59005284868
5089,3250677.8290007417,3134558.8376850253,116118.99131571696
5090,2822140.7849963657,2702249.2262505307,119891.55874583537
5091,3609586.566235052,3480773.0428018793,128813.52343317244
5092,3101982.6279581906,2967469.67403763,134512.95392056034
5093,5300957.135863254,5131149.864023435,169807.27183981964
5094,4023485.3941466403,3882990.598792661,140494.79535397913
5095,3995983.8496453613,3846824.5954607227,149159.2541846392
5096,4545958.188629551,4381713.329597698,164244.8590318537
5097,3446235.3216295633,3310174.407202085,136060.91442747824
5098,3453611.22718856,3312949.754767356,140661.47242120397
5099,3863710.1549068308,3735769.7774082986,127940.37749853262
5100,4865812.391055975,4701860.213947043,163952.1771089323
5101,4089783.8700701287,3954314.4446994164,135469.42537071198
5102,4314623.562422987,4146653.3038321696,167970.2585908168
5103,3773005.264989893,3635135.7232939135,137869.54169597974
5104,4378236.419607584,4228399.54261838,149836.87698920473
5105,4517965.893643475,4360451.143337612,157514.7503058628
5106,3196082.991522616,3073287.8911672793,122795.10035533611
5107,3970865.4840855217,3839386.072935672,131479.4111498496
5108,3251823.8502757675,3102248.615848824,149575.2344269437
5109,3909489.18733349,3766032.242891819,143456.94444167064
5110,3994130.060540389,3837668.4227343234,156461.63780606553
5111,5480582.037653398,5304457.99265109,176124.04500230777
5112,4093235.121969204,3940650.674641816,152584.44732738778
5113,3175757.866895321,3056107.1430829363,119650.72381238386
5114,3803735.725552231,3669838.974730178,133896.7508220529
5115,4203715.619370913,4050868.118955659,152847.50041525415
5116,5231737.7906019,5072351.159668807,159386.63093309326
5117,3620332.8789061145,3496451.4541357947,123881.42477032039
5118,2885734.325245075,2773774.179100361,111960.14614471405
5119,4630900.918140059,4462559.761283966,168341.15685609408
5120,2879784.5159054915,2763442.6040453315,116341.91186016017
5121,3574158.2365528047,3430862.3923680265,143295.84418477846
5122,3832846.94239729,3691434.5082715014,141412.4341257886
5123,3865074.3587104017,3720549.8833670323,144524.4753433691
5124,4352507.469161756,4203492.642371972,149014.82678978486
5125,3760359.8657046175,3622972.3692279304,137387.49647668662
5126,4052657.6211012257,3901346.232076348,151311.38902487766
5127,3916152.554773666,3757986.473711274,158166.08106239204
5128,4181760.165597146,4038998.3293757313,142761.83622141564
5129,4129753.262386144,3986207.017155285,143546.24523085935
5130,4339150.732993947,4194493.937714804,144656.79527914335
5131,4542024.379266592,4396372.41871458,145651.96055201086
5132,4357515.138595927,4222042.951563386,135472.18703253998
5133,4442190.20450789,4291675.808412101,150514.39609578915
5134,2973028.438860477,2841461.9175233063,131566.5213371701
5135,4131031.148294162,3981627.8480690154,149403.3002251463
5136,4215271.042116604,4061092.282110658,154178.7600059459
5137,4748381.066617159,4583196.244154972,165184.8224621863
5138,3524575.5798671525,3388896.118987711,135679.46087944118
5139,3607400.0079727513,3459992.5500692404,147407.45790351057
5140,3824855.383967509,3692871.7091074483,131983.67486006013
5141,4334072.06768352,4195153.410962362,138918.65672115743
5142,4885307.15650493,4731303.851085457,154003.30541947304
5143,3634661.685170005,3502387.402292283,132274.28287772264
5144,4517483.878674178,4370111.877646844,147372.00102733506
5145,4144213.860410152,4015485.9677104973,128727.89269965494
5146,3636919.031784837,3502805.6177548133,134113.41403002365
5147,4080066.2196370377,3937957.3647863143,142108.85485072335
5148,4528965.388001265,4358596.230588798,170369.15741246752
5149,4268539.140307962,4123804.7350365524,144734.4052714094
5150,5231493.9383191895,5046458.526621458,185035.41169773103
5151,3463014.188153905,3336011.3976178993,127002.79053600584
5152,4073031.4433101546,3939327.7629729253,133703.68033722954
5153,4004524.7012565117,3865035.5270528654,139489.17420364596
5154,3239467.2656755066,3124633.539238827,114833.72643667916
5155,3872244.8485704632,3729573.2238812633,142671.62468919996
5156,4157588.991606818,4020948.3048133557,136640.6867934623
5157,5584706.691530012,5401177.338576405,183529.35295360614
5158,3880253.1491886983,3756488.0448761014,123765.10431259667
5159,3266839.6216173125,3138147.6688462766,128691.9527710357
5160,3984013.4463945795,3844206.5702867815,139806.87610779845
5161,2840088.4370823186,2726214.2874060306,113874.14967628819
5162,3539416.2213829537,3426595.7695131227,112820.45186983127
5163,4277601.156339807,4117338.4303649715,160262.72597483615
5164,4728674.418663785,4575303.298309663,153371.12035412056
5165,4711411.155992399,4560076.451395836,151334.70459656272
5166,3688481.45149968,3564296.4375028037,124185.0139968753
5167,3660633.5568337953,3513590.9801617,147042.57667209467
5168,3536922.984594563,3397179.6599052744,139743.32468928848
5169,3150580.264226619,3034011.650726699,116568.61349992064
5170,4407756.012905877,4261851.335571713,145904.67733416473
5171,3321387.886858096,3173679.5001745126,147708.38668358308
5172,3421593.7102388637,3295928.7418074613,125664.96843140287
5173,3304807.5664058197,3170263.206751732,134544.35965408728
5174,4465559.110782534,4301555.559717204,164003.55106532923
5175,4996215.93757402,4822130.214754426,174085.72281959403
5176,3380025.453746211,3247941.7611790663,132083.69256714432
5177,2848642.1016532085,2726261.0425577424,122381.05909546683
5178,3942681.169201714,3798219.1590206455,144462.01018106897
5179,3972556.2030028645,3815608.456178021,156947.7468248431
5180,4323147.241452462,4175347.772363795,147799.46908866736
5181,3513584.005330124,3389572.940302726,124011.06502739823
5182,3778482.3598138373,3645201.151685074,133281.20812876342
5183,4245418.880617826,4104663.417754491,140755.46286333568
5184,4572386.504255215,4421214.206105175,151172.29815003969
5185,2981839.177443757,2857915.947140099,123923.23030365843
5186,3826497.645822432,3670863.901935941,155633.74388648994
5187,4133458.3895456335,3976939.5656298837,156518.82391574976
5188,3459826.795931752,3315608.3301042886,144218.46582746322
5189,5024628.225718206,4852264.499404815,172363.72631339097
5190,3509372.1039420706,3387081.0715292403,122291.03241283058
5191,3823364.1093916968,3694404.954854087,128959.15453761011
5192,4137956.343230126,3994536.2698358647,143420.07339426098
5193,3856000.804452737,3710771.353585883,145229.4508668536
5194,3085227.460161805,2972287.631846043,112939.82831576235
5195,3457840.5609927727,3327415.972011506,130424.58898126651
5196,4519783.537457379,4367848.9660293935,151934.5714279852
5197,3903846.6209832206,3759283.972755142,144562.6482280785
5198,3750125.838181163,3607059.1349510406,143066.7032301229
5199,4880086.098748108,4708784.811404605,171301.2873435046
5200,3712125.873165235,3566622.966645393,145502.9065198414
5201,3979642.7650445607,3846385.882347443,133256.88269711792
5202,3881229.4105333877,3751018.002356919,130211.40817646812
5203,4645239.919833754,4490297.133408152,154942.78642560373
5204,5524622.417585068,5348195.708779666,176426.70880540262
5205,4879823.0923612155,4712732.031480101,167091.0608811162
5206,4896258.587440545,4723376.352867965,172882.23457257936
5207,3790181.475811649,3652821.9946952215,137359.48111642787
5208,3609974.460477977,3463830.2977304263,146144.16274755134
5209,3874947.8963809926,3736160.282902479,138787.6134785138
5210,3908095.0004786192,3752872.6428818307,155222.3575967891
5211,3330320.96166501,3206097.8034393303,124223.1582256797
5212,3756527.6152378474,3617693.9246043675,138833.69063347965
5213,4441446.123463932,4290654.222269628,150791.90119430446
5214,4322335.320538754,4160784.64602625,161550.6745125036
5215,4524884.364355303,4357732.220051187,167152.14430411544
5216,4017226.8580965567,3877125.854858764,140101.00323779273
5217,3782862.973412307,3655667.929502487,127195.04390981965
5218,3746784.985211627,3612299.0760289384,134485.90918268848
5219,3214883.7910702084,3077098.0595790157,137785.731491193
5220,5448942.894327186,5284487.078622497,164455.8157046892
5221,4123168.3899945556,3961802.470857369,161365.9191371869
5222,3641460.5430749836,3500870.374437931,140590.1686370524
5223,3255792.3737856764,3128968.580979509,126823.7928061683
5224,5424292.723746365,5245976.450606591,178316.273139774
5225,3558620.0446201772,3432043.1447572084,126576.899862969
5226,3942556.288870543,3797589.407945382,144966.88092516107
5227,4402406.531375894,4246758.431049517,155648.10032637708
5228,4459088.576793892,4312911.406879495,146177.16991439645
5229,4846428.881954918,4696666.073103805,149762.80885111343
5230,5191719.949637772,5021081.4356195135,170638.51401825796
5231,4384180.451661751,4243930.490196407,140249.96146534444
5232,3272011.3142703995,3144399.535742804,127611.77852759566
5233,3790814.176101919,3644016.8221513378,146797.35395058175
5234,4349735.181389881,4199313.64633599,150421.5350538916
5235,5007813.164094999,4835811.662326299,172001.50176869886
5236,3301202.5384798255,3155698.500793125,145504.03768670026
5237,4887365.795001799,4723384.67515536,163981.11984643957
5238,4057053.2549501066,3917807.824274329,139245.43067577813
5239,4749545.115459684,4569430.90772279,180114.20773689405
5240,4042699.328839757,3902497.166565399,140202.16227435766
5241,3503687.471164694,3357846.8540462623,145840.61711843204
5242,4433001.667340189,4275206.337299002,157795.3300411862
5243,4715361.376188921,4565370.478961269,149990.89722765074
5244,4919950.421021688,4756356.194385637,163594.2266360504
5245,3801828.0999525827,3670630.8994871443,131197.20046543842
5246,3637572.8790676324,3505576.81871047,131996.06035716296
5247,3095679.0285314275,2978823.3403566685,116855.68817475977
5248,4543740.32003779,4400535.106248101,143205.2137896882
5249,4314564.9723447235,4176533.3541704877,138031.6181742356
5250,3508701.1305107237,3371988.948569008,136712.18194171524
5251,3626110.379845512,3495097.3372713006,131013.04257421111
5252,3795555.8139757244,3661715.706510718,133840.10746500615
5253,3024811.1183038196,2899647.4575036513,125163.66080016785
5254,3490837.4819177575,3361628.1049455586,129209.37697219853
5255,3293475.4759970573,3161649.2323940946,131826.24360296282
5256,3762655.977402008,3625562.6769897123,137093.30041229547
5257,3495866.8927770695,3357374.572685063,138492.32009200615
5258,2988856.59621742,2870980.5930971378,117876.00312028237
5259,5195441.125213716,5035648.014002086,159793.1112116316
5260,4688289.679316964,4542691.321103898,145598.3582130668
5261,3456863.7262868155,3301527.136357059,155336.5899297564
5262,4089187.619430149,3927359.0291008838,161828.59032926522
5263,4175555.6176676853,4040748.632128138,134806.98553954696
5264,4902708.137226923,4742496.934380372,160211.20284655216
5265,3929216.0286532748,3771714.9232008047,157501.10545247007
5266,4800840.689915175,4637090.896503475,163749.79341170122
5267,3602545.3996963305,3463016.920439015,139528.47925731575
5268,3264421.193840514,3131397.783840844,133023.40999967075
5269,4597659.108314412,4456931.318659034,140727.78965537695
5270,4789655.825826574,4632484.151854929,157171.67397164617
5271,5688912.38802756,5508437.28566225,180475.10236531158
5272,3295897.7311086482,3168652.0548509243,127245.676257724
5273,4687123.506249563,4525914.7779255165,161208.7283240459
5274,4060694.4177941727,3908603.894041626,152090.52375254623
5275,4105955.1328013605,3977103.3016577056,128851.83114365494
5276,3137905.4295599135,3027373.663964828,110531.76559508535
5277,3087947.7463954967,2978730.738123999,109217.00827149785
5278,3413128.215362328,3281529.133614608,131599.08174772016
5279,4020685.5332431067,3878671.2910442245,142014.24219888213
5280,3879479.640686735,3744720.681496845,134758.9591898901
5281,4582856.1443964625,4437725.798934624,145130.3454618369
5282,4559654.0311677605,4396461.46520997,163192.56595779007
5283,4387155.201633891,4233135.575875093,154019.625758797
5284,5117423.656630706,4975843.82152021,141579.83511049725
5285,4154033.3640881265,4009186.1995696174,144847.1645185089
5286,3260917.5629444392,3135851.7307400675,125065.83220437139
5287,4910224.473323839,4733614.250169169,176610.22315466998
5288,3683367.7216279274,3536131.9641422043,147235.7574857223
5289,4499114.7835119795,4344367.697562753,154747.08594922523
5290,4786022.13795041,4635265.25401206,150756.88393834874
5291,4224781.147729289,4075862.7365011927,148918.41122809588
5292,2956435.195682018,2841345.427607228,115089.76807478975
5293,3298258.475167967,3169579.997952637,128678.47721533006
5294,4625599.816309376,4482853.031473535,142746.78483584017
5295,4028521.3005266627,3889086.584792189,139434.71573447387
5296,3864195.465553902,3731641.921481258,132553.5440726431
5297,4749528.764766446,4597246.111841354,152282.65292509214
5298,4248928.792630004,4111159.0701117436,137769.72251826106
5299,4275731.971890057,4130726.275061654,145005.69682840363
5300,3744711.1852775887,3624245.978353155,120465.20692443353
5301,3792774.4038167084,3644610.8377088513,148163.56610785742
5302,4609285.941551731,4446460.464255622,162825.4772961099
5303,4275434.747607257,4129611.0649213255,145823.68268593127
5304,3931756.4724048846,3786903.9529066235,144852.51949826122
5305,4661964.322617648,4507822.914400593,154141.40821705532
5306,3835182.402837842,3684234.843873066,150947.55896477628
5307,3570931.9037438827,3439257.455866023,131674.4478778595
5308,3360274.7889739885,3251667.295766443,108607.49320754559
5309,3621045.844879371,3489790.3411540277,131255.50372534356
5310,3820421.77510302,3677750.0992243364,142671.67587868372
5311,4835759.900929112,4681126.522241413,154633.37868769903
5312,3675305.2515063924,3540527.3085734216,134777.9429329703
5313,3878724.215675195,3744920.0931452136,133804.12252998128
5314,3368049.4749203166,3244347.045196128,123702.42972418832
5315,3609168.1381296087,3491749.5056054373,117418.63252417099
5316,3410931.581260361,3272339.3471875475,138592.23407281327
5317,4029253.7575687356,3890674.3480535783,138579.4095151572
5318,3647358.40176946,3500448.409006472,146909.9927629882
5319,4450374.439828112,4303259.140434501,147115.29939361027
5320,3964963.3162922617,3819726.4533073567,145236.86298490452
5321,3395053.2778888894,3262545.0501235137,132508.2277653753
5322,5046992.551214248,4868125.465461975,178867.08575227213
5323,3966205.324000002,3819903.1080085463,146302.21599145577
5324,4226161.538271335,4084484.8552885023,141676.68298283283
5325,4190502.4846764924,4056164.864277577,134337.62039891517
5326,3642538.128391885,3507751.5149084283,134786.6134834573
5327,4038056.292390191,3892797.6150196497,145258.6773705415
5328,4548457.159108831,4406483.237356562,141973.92175226938
5329,2957191.9344680784,2828161.017802553,129030.91666552654
5330,3513130.883786436,3387632.377833924,125498.50595251251
5331,3641735.3266483597,3513917.9164458606,127817.41020249907
5332,4346013.295820363,4183959.042047528,162054.2537728345
5333,4705705.89270961,4557047.421638822,148658.47107078854
5334,3302467.957016226,3188974.038461222,113493.9185550047
5335,3532953.586434001,3405821.084134176,127132.50229982499
5336,3489718.0794392163,3360032.6696078368,129685.40983137995
5337,3477586.1337226713,3347897.497785659,129688.63593701288
5338,3672666.3634201074,3526021.927968328,146644.43545177946
5339,4408514.712404919,4249121.340153151,159393.37225176775
5340,3247659.9963764967,3105246.4445091346,142413.55186736255
5341,4219681.426506648,4078083.6074637678,141597.81904288015
5342,2932236.2310684826,2795473.0710154953,136763.16005298783
5343,3935791.0295128087,3780339.1258694846,155451.90364332392
5344,3714335.9559055064,3577919.4865069496,136416.4693985569
5345,5181454.6999889165,5003289.603777754,178165.09621116222
5346,3740973.956316833,3608987.295478713,131986.66083811963
5347,2893384.184258993,2768534.83310485,124849.35115414223
5348,2975250.9153168006,2858618.5762664583,116632.33905034275
5349,3718837.5656538713,3590090.5043810285,128747.06127284272
5350,4217715.740188822,4066526.241830461,151189.49835836096
5351,4199977.441306429,4053982.1746583427,145995.26664808588
5352,3974601.1849165685,3833783.3771188622,140817.80779770733
5353,4860558.0011722585,4708032.485169865,152525.5160023934
5354,3853914.0462512956,3701440.572715534,152473.473535761
5355,4426917.175660722,4277122.795317904,149794.38034281792
5356,3068610.950663518,2952343.144685274,116267.80597824423
5357,3276352.176046028,3148862.4485963723,127489.72744965582
5358,2940814.590845286,2822022.403512852,118792.18733243403
5359,3599065.872548442,3460866.3288578163,138199.5436906253
5360,3824424.6542971153,3695692.4597290815,128732.19456803345
5361,4085306.4418827924,3934389.828437882,150916.61344491027
5362,3833223.046614629,3695640.9547192804,137582.09189534807
5363,3365208.966549873,3234729.2179718125,130479.74857806062
5364,3842917.2660113443,3723687.103656497,119230.16235484663
5365,3030144.8590862425,2906373.4793355768,123771.3797506658
5366,5282338.180437421,5101723.077155749,180615.103281672
5367,3662292.0028481446,3529970.144264209,132321.85858393618
5368,3879851.232272707,3741714.696527401,138136.53574530574
5369,4865849.543528082,4701891.693577566,163957.84995051572
5370,3361372.0504463124,3241312.3177118865,120059.73273442576
5371,3493917.120700094,3352833.9751383546,141083.1455617392
5372,3428704.4577144487,3299184.235469601,129520.22224484781
5373,3816329.3063476146,3663741.0987938945,152588.20755372074
5374,4267565.546625147,4140499.469416044,127066.07720910298
5375,4673904.583994228,4509656.718957053,164247.86503717653
5376,5568116.58330805,5384599.680633783,183516.90267426622
5377,2704623.80499683,2580397.700660845,124226.10433598462
5378,4357764.190383924,4207018.300652428,150745.8897314965
5379,3422098.697152782,3288950.2062739693,133148.49087881309
5380,3737684.3408452515,3604996.4850274427,132687.85581780842
5381,3617035.835082794,3474665.913697442,142369.92138535215
5382,3245874.4248236297,3131287.2603197414,114587.16450388868
5383,4954622.276572519,4790273.9424310755,164348.334141443
5384,4913703.468877786,4749190.424461047,164513.04441673768
5385,4085344.877121445,3943075.288541596,142269.588579848
5386,4837078.771797702,4691618.0862301355,145460.68556756608
5387,3101718.809227216,2961699.4137351937,140019.39549202175
5388,3197085.329040262,3076534.6620011823,120550.66703907886
5389,2806828.708156981,2684470.2567770504,122358.4513799296
5390,3556528.650194692,3415652.4987052414,140876.15148944975
5391,4027437.604445818,3874844.4648195715,152593.139626246
5392,4245777.864638865,4096026.273548893,149751.59108997154
5393,3956624.566562062,3817417.724844422,139206.84171764046
5394,3313843.517731284,3186757.701245405,127085.81648587849
5395,4767670.111545464,4624785.550867978,142884.56067748627
5396,4309829.177032335,4143624.7085112375,166204.4685210979
5397,4721626.3303509075,4567057.0020746505,154569.3282762567
5398,2987538.633358938,2871768.9668845856,115769.66647435274
5399,3945140.2084539086,3807672.3294342607,137467.8790196475
5400,3321703.9308538507,3182914.127366486,138789.8034873648
5401,3893154.680038364,3753638.8864453775,139515.793592986
5402,4319137.417581826,4191572.493198719,127564.9243831067
5403,4221070.600536307,4063494.787402978,157575.813133329
5404,3529175.722996562,3394624.274918134,134551.448078428
5405,4053328.942193593,3905646.317096914,147682.62509667902
5406,3115989.523423338,2994661.9816728984,121327.5417504389
5407,4654207.121783599,4496120.016391346,158087.10539225308
5408,3836687.6751029463,3695897.871322012,140789.80378093422
5409,4665082.481012738,4507488.824268195,157593.65674454317
5410,3630583.8761226228,3487564.0219528386,143019.85416978467
5411,3656820.127551168,3524411.562867261,132408.56468390717
5412,3396807.7365706475,3266703.0522043635,130104.68436628414
5413,4516082.070508709,4357250.1972610755,158831.8732476344
5414,3557707.4556545727,3430049.7929458683,127657.6627087036
5415,4515968.500124977,4360872.41329006,155096.08683491635
5416,3646078.0973514663,3511866.859474016,134211.2378774511
5417,2735624.0023272713,2621065.4641962447,114558.53813102734
5418,3591079.049740539,3445825.4681262113,145253.5816143276
5419,3414107.030046221,3289657.89347961,124449.13656661095
5420,4256998.808338964,4114813.576605457,142185.2317335073
5421,3289026.67516446,3171424.0976477927,117602.57751666814
5422,4737093.344820911,4568665.532101502,168427.81271940874
5423,3956228.529469868,3819437.5582555276,136790.97121434013
5424,3840635.5740328585,3696298.8079753993,144336.76605745844
5425,4342506.222986728,4200351.527337861,142154.69564886688
5426,4606500.741749899,4444585.077391321,161915.66435857798
5427,4111772.0911506787,3972669.1335083307,139102.95764234802
5428,3627329.4257000647,3495733.816410823,131595.60928924184
5429,3129289.8170803403,2987624.334779808,141665.48230053255
5430,3767819.991108386,3640969.0903326496,126850.90077573596
5431,3751107.7487562513,3606455.1458365065,144652.60291974546
5432,4052979.965438436,3917552.288675932,135427.67676250346
5433,3828121.624022368,3683639.869045667,144481.75497670146
5434,4233619.006365557,4089473.626243377,144145.38012218016
5435,3479042.915764858,3343243.7822580533,135799.13350680415
5436,3943160.080693962,3789510.2689820663,153649.81171189595
5437,4987717.894491589,4828051.802734771,159666.09175681777
5438,4326641.365056529,4181172.123918916,145469.24113761267
5439,4025414.085651522,3864524.478862182,160889.6067893405
5440,3660323.036870082,3518275.220752987,142047.81611709515
5441,3608074.665435821,3474716.96027185,133357.7051639706
5442,3664714.2428818834,3516629.365101551,148084.87778033275
5443,3713558.332163752,3573367.667428454,140190.6647352978
5444,4309094.666994573,4155551.424772439,153543.24222213394
5445,3658699.7245531227,3508332.6681260336,150367.05642708938
5446,3103120.9560540384,2979254.2047213386,123866.7513326995
5447,4925868.976908367,4772884.237097295,152984.73981107227
5448,4143289.1912834398,3991529.228233313,151759.96305012636
5449,3264549.2955502965,3130957.4063019417,133591.88924835494
5450,4066032.8933040933,3903844.745467004,162188.1478370887
5451,4226728.525083165,4083915.6962125516,142812.82887061377
5452,5189947.641411207,5026280.650531583,163666.99087962342
5453,3545659.2986904625,3407750.01682822,137909.2818622431
5454,4637654.46262982,4478776.689600921,158877.77302889904
5455,5043144.049040057,4866982.43582171,176161.6132183458
5456,3722258.914587931,3581073.7249917,141185.1895962304
5457,3725772.500193106,3591251.6491016485,134520.85109145756
5458,3260337.0447038705,3128624.8703474645,131712.17435640603
5459,4180035.631165243,4028431.3220332814,151604.3091319619
5460,3855852.2180149285,3727677.83115811,128174.38685681853
5461,4794829.814760959,4640521.0850593755,154308.72970158487
5462,4606553.164416084,4444247.667701649,162305.4967144361
5463,3492565.543042532,3356541.1874409607,136024.35560157095
5464,2965451.066214476,2853337.6523601245,112113.41385435093
5465,4159328.7805805886,4007878.7948913793,151449.9856892093
5466,4055326.52124711,3888607.589801493,166718.9314456174
5467,4058302.339890509,3919339.825607423,138962.51428308612
5468,4104718.9859521976,3970052.177677585,134666.808274613
5469,4027975.9163800417,3889704.9743513763,138270.94202866574
5470,5197026.370968884,5029229.544885505,167796.8260833791
5471,4074369.250442312,3938365.606242857,136003.64419945504
5472,3904408.70263463,3745690.7001693742,158718.0024652555
5473,3834717.126595748,3684489.770080825,150227.35651492295
5474,3973729.451324938,3842613.8193569975,131115.63196794013
5475,5276176.599073399,5107263.903769249,168912.69530415023
5476,3915334.1709283227,3777923.1010968364,137411.0698314865
5477,4059207.435291206,3917749.5796828563,141457.85560834935
5478,3625840.564636489,3484164.5026173415,141676.0620191476
5479,4412831.622939555,4267175.9980830345,145655.62485652132
5480,5273998.263191478,5110021.22973242,163977.03345905698
5481,4419479.211951501,4268110.960371934,151368.25157956593
5482,4132811.1224599704,4001364.913186148,131446.2092738229
5483,3860928.6772575607,3729930.20825943,130998.4689981309
5484,2667089.88646228,2548063.273368688,119026.6130935917
5485,4659279.48668661,4500807.813638392,158471.6730482171
5486,3839219.521873434,3710820.9599129925,128398.56196044145
5487,4323927.790937195,4143801.4941007006,180126.29683649333
5488,3511503.5728481123,3373759.856350346,137743.7164977661
5489,3713364.1537030796,3567065.4572427967,146298.6964602837
5490,3820495.0558801824,3699707.855416925,120787.20046325767
5491,4909026.1161244055,4746530.602050796,162495.5140736092
5492,3675092.7301156214,3541492.4147523316,133600.31536328944
5493,5355844.873682328,5212516.246261499,143328.62742082874
5494,4225837.289277893,4081110.861922111,144726.42735578126
5495,3459791.1455380507,3330520.102513085,129271.04302496633
5496,4314066.211835443,4159598.544281735,154467.66755370726
5497,3636514.1737443204,3490019.2379049547,146494.9358393659
5498,3015347.4972001053,2886188.447000631,129159.05019947377
5499,5026308.841863961,4859132.312181575,167176.52968238515
5500,4619399.891513048,4476700.154096604,142699.7374164431
5501,4473336.153855426,4314596.707336263,158739.4465191642
5502,4407244.4243174065,4234785.077037371,172459.34728003657
5503,3522273.594485065,3376749.760294032,145523.83419103333
5504,3669059.6715505603,3546533.345371753,122526.32617880762
5505,4560320.723803809,4409645.362078038,150675.3617257701
5506,3390288.54965495,3265833.1908765333,124455.35877841683
5507,2548397.114614521,2422080.5332869003,126316.58132762037
5508,3762777.200271421,3630548.5332987,132228.66697272097
5509,4102364.5541437548,3953941.143661001,148423.41048275412
5510,4325972.370934714,4170151.4754525404,155820.89548217325
5511,4551340.30975524,4389969.30659092,161371.00316432017
