simulation,phase1_end,phase2_end,phase3_end,phase4_end,project_end
280,6.385691735251908,14.404273444344287,36.85944008632379,36.85944008632379,36.85944008632379
281,8.053018714070497,14.041935069497876,36.912003302269035,36.912003302269035,36.912003302269035
282,7.318496501702667,13.103691773276848,37.581154554590846,37.581154554590846,37.581154554590846
283,7.8157361477856675,16.75663161749499,37.554662604553215,37.554662604553215,37.554662604553215
284,5.307334358006695,13.839406181079152,37.69258923995995,37.69258923995995,37.69258923995995
285,6.673968704115437,14.646746280401633,37.192438475971585,37.192438475971585,37.192438475971585
286,6.079758901596314,15.405497697624273,36.3236045960127,36.3236045960127,36.3236045960127
287,6.4185068037951165,14.912259445616256,36.86152745651614,36.86152745651614,36.86152745651614
288,6.66470435163842,15.39261380111113,36.730079375268616,36.730079375268616,36.730079375268616
289,7.1180795100002845,14.472919177870146,36.94341003408409,36.94341003408409,36.94341003408409
290,5.92800737089741,13.513433737575134,37.59517114909926,37.59517114909926,37.59517114909926
291,6.558365660549096,14.513983067029233,37.21602352336548,37.21602352336548,37.21602352336548
292,6.333028149428843,14.731737657015527,37.62323723421757,37.62323723421757,37.62323723421757
293,7.154088183870619,13.878037144330637,37.717537568720076,37.717537568720076,37.717537568720076
294,5.666330209042695,13.948285526409549,36.934129777111664,36.934129777111664,36.934129777111664
295,5.6696006039399975,13.289230717685758,37.25249060960361,37.25249060960361,37.25249060960361
296,6.261946127640498,15.10528659252843,37.507821241222466,37.507821241222466,37.507821241222466
297,6.915598806017151,14.766839901576526,37.19015112782798,37.19015112782798,37.19015112782798
298,7.299198023122539,14.96939144109311,36.543372825854476,36.543372825854476,36.543372825854476
299,7.123752518753249,13.412411847426585,37.429881191768246,37.429881191768246,37.429881191768246
300,7.268013825094195,14.829880345542326,36.76772197661884,36.76772197661884,36.76772197661884
301,5.385214231520952,14.775349444380291,36.63128953603831,36.63128953603831,36.63128953603831
302,6.981201859321757,13.266937375749764,36.80165627227182,36.80165627227182,36.80165627227182
303,7.452223759826337,13.42273962292127,36.97214694114424,36.97214694114424,36.97214694114424
304,8.200600096558844,14.173734204053684,36.77007420782685,36.77007420782685,36.77007420782685
305,5.9269605452124186,12.989697808912284,37.129430473676535,37.129430473676535,37.129430473676535
306,6.403042220129669,13.786415974686859,37.58625389305067,37.58625389305067,37.58625389305067
307,6.169056499676471,14.941535260764438,37.20372366282497,37.20372366282497,37.20372366282497
308,6.163072941930853,14.771630963213406,36.77876678021715,36.77876678021715,36.77876678021715
309,6.090541030935425,14.073024964319567,37.12056218052327,37.12056218052327,37.12056218052327
310,6.961756251968419,14.1215378338828,37.33905423716622,37.33905423716622,37.33905423716622
311,5.769339919672203,14.312187832016354,37.277772324786596,37.277772324786596,37.277772324786596
312,5.747029331506863,16.587126739167935,36.64483143351625,36.64483143351625,36.64483143351625
313,7.212221647300615,14.99498329765385,37.04565290916355,37.04565290916355,37.04565290916355
314,6.970984785078467,14.260597460325274,37.352778146550065,37.352778146550065,37.352778146550065
315,7.870929271547326,13.79691039721461,36.34943161183754,36.34943161183754,36.34943161183754
316,7.239536663345896,13.50290746688537,36.84123692410678,36.84123692410678,36.84123692410678
317,6.313036621339804,13.545750106166928,36.771238940867725,36.771238940867725,36.771238940867725
318,6.4796769692852845,15.217857122586175,36.60783128451403,36.60783128451403,36.60783128451403
319,6.383534213358133,14.414254928387809,36.74717954678126,36.74717954678126,36.74717954678126
320,6.638217938194236,13.835439161457256,37.71105968115459,37.71105968115459,37.71105968115459
321,5.740906024638036,14.112118259755633,37.05086001646822,37.05086001646822,37.05086001646822
322,7.099456763820173,16.286294623881222,37.3214726383802,37.3214726383802,37.3214726383802
323,7.665050436290206,15.309857665789341,37.09445461147637,37.09445461147637,37.09445461147637
324,7.057785139256665,13.48551830349298,37.13056536891783,37.13056536891783,37.13056536891783
325,6.508228649031818,13.766517067712197,37.08544183678022,37.08544183678022,37.08544183678022
326,6.0665918244325265,13.972148367522914,37.74802162954236,37.74802162954236,37.74802162954236
