simulation,phase1_end,phase2_end,phase3_end,phase4_end,project_end
1075,5.766550511434667,13.445043434923171,36.9839843651243,36.9839843651243,36.9839843651243
1076,7.579143422362469,13.51886784971689,37.690870655235884,37.690870655235884,37.690870655235884
1077,6.683182783268431,13.920929001458422,36.48308016799363,36.48308016799363,36.48308016799363
1078,5.8850781361724565,15.057600891326116,37.28933901059203,37.28933901059203,37.28933901059203
1079,7.198678273436739,14.566844501795584,36.86178832044947,36.86178832044947,36.86178832044947
1080,6.047526331004212,15.294991412340329,37.1091005107759,37.1091005107759,37.1091005107759
1081,5.830993456731081,14.963699089437615,36.36470278760282,36.36470278760282,36.36470278760282
1082,6.299247567851016,16.46685056561849,37.515331108314626,37.515331108314626,37.515331108314626
1083,6.098108439186865,14.304351962515149,37.64463740568576,37.64463740568576,37.64463740568576
1084,5.5648851980277,15.372418274385126,37.14092341172669,37.14092341172669,37.14092341172669
1085,7.183091771507946,14.675344681007235,37.461370586035265,37.461370586035265,37.461370586035265
1086,7.10093345225922,16.705658131121545,37.037333525272295,37.037333525272295,37.037333525272295
1087,7.363964349339355,14.321832209018213,36.81095401161372,36.81095401161372,36.81095401161372
1088,6.235031673413573,14.317947044936147,37.513583414062076,37.513583414062076,37.513583414062076
1089,6.414620040356912,12.460835944920944,36.20960143529802,36.20960143529802,36.20960143529802
1090,6.147390649434011,13.740615167073722,37.41557089282413,37.41557089282413,37.41557089282413
1091,6.1405722893921295,13.87744418167394,37.50687734715105,37.50687734715105,37.50687734715105
1092,5.841019908197158,14.725607168972013,36.5581199202792,36.5581199202792,36.5581199202792
1093,5.748618034866789,14.437267129065502,37.828908341534095,37.828908341534095,37.828908341534095
1094,5.869326065705744,13.94223888377056,36.67236678099377,36.67236678099377,36.67236678099377
1095,7.873501445936594,15.013277780218944,37.423203109981124,37.423203109981124,37.423203109981124
1096,6.06197062004005,14.844145348976125,37.63395174713895,37.63395174713895,37.63395174713895
1097,7.237627121120221,16.712998892238296,36.64721281312139,36.64721281312139,36.64721281312139
1098,6.209894388849555,14.539543452992111,36.973283067917066,36.973283067917066,36.973283067917066
1099,7.682506353535107,12.66669484674251,37.02410880844608,37.02410880844608,37.02410880844608
1100,6.540905772613176,15.258042408419131,36.95565908534395,36.95565908534395,36.95565908534395
1101,5.7557083782798655,14.611601609396198,37.0747006546274,37.0747006546274,37.0747006546274
1102,7.259080086257029,14.17156785819126,37.16432472463974,37.16432472463974,37.16432472463974
1103,7.751182387586846,14.927268610043562,36.356556094228395,36.356556094228395,36.356556094228395
1104,5.956964987845911,15.788782101160646,37.39376395807653,37.39376395807653,37.39376395807653
1105,5.596492881117227,13.788562055665697,36.83692769968364,36.83692769968364,36.83692769968364
1106,4.965673924462955,15.763805411331434,37.63558603220089,37.63558603220089,37.63558603220089
1107,7.485418834016111,14.321687946096874,36.29534580595034,36.29534580595034,36.29534580595034
1108,7.298256281564794,14.596211220638986,36.866864300727514,36.866864300727514,36.866864300727514
1109,6.62907123086775,14.620248877312347,36.854793585072564,36.854793585072564,36.854793585072564
1110,5.70221984257619,15.740243414245171,37.92719301925737,37.92719301925737,37.92719301925737
1111,7.098799326421742,15.17540484016231,36.85796424811466,36.85796424811466,36.85796424811466
1112,8.325344217453177,14.297217485253027,37.777372381885165,37.777372381885165,37.777372381885165
1113,7.242575341455062,14.358799132347407,37.077980834434136,37.077980834434136,37.077980834434136
1114,8.167584943625695,15.061031549239695,36.94245055618568,36.94245055618568,36.94245055618568
1115,6.174999483350424,13.441158552456681,36.89470035805627,36.89470035805627,36.89470035805627
1116,6.163740495516139,14.32125789607146,37.329750806282775,37.329750806282775,37.329750806282775
1117,5.557440116311602,15.097878985130697,37.00010641258953,37.00010641258953,37.00010641258953
1118,6.793491093617677,13.176932440374587,36.83631618992338,36.83631618992338,36.83631618992338
1119,6.668114244856133,13.451990681759597,37.10137034415274,37.10137034415274,37.10137034415274
1120,6.24209030495642,14.699622147278173,37.40561295778697,37.40561295778697,37.40561295778697
1121,7.2495612785497325,13.649380880759871,36.44533929917761,36.44533929917761,36.44533929917761
1122,7.721249282630655,14.6186296997332,37.251031911321064,37.251031911321064,37.251031911321064
1123,6.308430799664051,13.236438124785753,37.415200260541255,37.415200260541255,37.415200260541255
1124,6.1744757052738,16.39237060083014,36.77858598514107,36.77858598514107,36.77858598514107
1125,6.901275319935917,15.432026778053164,36.66842279091075,36.66842279091075,36.66842279091075
1126,7.958235089114979,15.489584501590477,36.70316667739421,36.70316667739421,36.70316667739421
1127,6.476444720828027,13.851405096833242,36.507291423933275,36.507291423933275,36.507291423933275
1128,5.507550095491216,13.48596358023599,37.12505729249428,37.12505729249428,37.12505729249428
1129,6.071251187063134,15.165720427363233,37.0419731834353,37.0419731834353,37.0419731834353
1130,7.7894225971674445,13.891334155079665,36.60174925594261,36.60174925594261,36.60174925594261
1131,6.693220091949109,14.667159937485454,36.96563399058178,36.96563399058178,36.96563399058178
1132,7.008869677577426,14.419059551892722,36.80965604406345,36.80965604406345,36.80965604406345
1133,7.128455209976654,13.587112244193953,36.90762505979438,36.90762505979438,36.90762505979438
1134,7.4334789403357835,14.08031916147379,37.81539920825744,37.81539920825744,37.81539920825744
1135,7.044512211293536,14.034399555879617,36.83021384316825,36.83021384316825,36.83021384316825
1136,6.101394680216905,14.401057567938857,36.84096825761677,36.84096825761677,36.84096825761677
1137,6.8786705189126485,13.359068676676573,36.80937556848779,36.80937556848779,36.80937556848779
1138,7.82870642046979,13.705318034770192,36.803401767143235,36.803401767143235,36.803401767143235
1139,6.14826016505412,14.034813602887633,36.666958277532544,36.666958277532544,36.666958277532544
1140,6.759618979873187,13.983475531676897,36.845670683224355,36.845670683224355,36.845670683224355
1141,7.572728217804464,14.97808026440319,36.62063520302285,36.62063520302285,36.62063520302285
1142,8.075519866902805,15.119266333441608,37.12075667972681,37.12075667972681,37.12075667972681
1143,6.79180725131206,13.910827059813231,36.38684101437071,36.38684101437071,36.38684101437071
1144,6.1937745475844395,13.8704047338995,37.19006796789266,37.19006796789266,37.19006796789266
1145,8.136528971779775,14.241258068981576,36.357955397569306,36.357955397569306,36.357955397569306
1146,6.243003757375527,13.39285001426456,36.73771541166701,36.73771541166701,36.73771541166701
1147,8.753211135266138,14.192153624508734,37.0114540431353,37.0114540431353,37.0114540431353
1148,8.127515470075426,14.934391545295068,37.857092654447236,37.857092654447236,37.857092654447236
1149,6.986758465661653,13.708115622522364,37.070397119835704,37.070397119835704,37.070397119835704
1150,6.810192672451784,15.18753297462955,37.193045307021535,37.193045307021535,37.193045307021535
1151,5.613714630807833,14.400366105745164,37.914145816975235,37.914145816975235,37.914145816975235
1152,6.289840412235603,14.1041094489008,37.30642889492205,37.30642889492205,37.30642889492205
1153,6.263446417663952,14.107416105057347,36.74501874784459,36.74501874784459,36.74501874784459
1154,7.025475329922056,15.052548980184591,37.04087555353257,37.04087555353257,37.04087555353257
1155,6.6581263693273165,13.602566273130025,37.90290724861752,37.90290724861752,37.90290724861752
1156,7.440275263983428,14.501338072644138,36.97827150500801,36.97827150500801,36.97827150500801
1157,7.011346484080674,13.86080987526427,37.001924629737914,37.001924629737914,37.001924629737914
1158,6.982332891591097,14.318671437534107,37.88365988013012,37.88365988013012,37.88365988013012
1159,6.842662511734466,14.381323494944356,36.545333863249255,36.545333863249255,36.545333863249255
1160,6.327591473256747,13.249455330577721,37.32664572429419,37.32664572429419,37.32664572429419
1161,6.321177009060937,13.47029633534471,36.60541259677241,36.60541259677241,36.60541259677241
1162,6.01031534281202,13.836103836074148,37.790748202767006,37.790748202767006,37.790748202767006
1163,7.712018548021085,13.94953146024207,37.30491865685406,37.30491865685406,37.30491865685406
1164,7.33218557747357,15.503844598384072,37.036224656398716,37.036224656398716,37.036224656398716
1165,6.862729194501935,14.67417048166619,37.23271875420337,37.23271875420337,37.23271875420337
1166,6.503913855576218,14.53068961843514,36.614473336530295,36.614473336530295,36.614473336530295
1167,6.692564062152684,14.2029319118852,37.103182154946786,37.103182154946786,37.103182154946786
1168,6.571727674088734,15.294529333840028,37.293289634604065,37.293289634604065,37.293289634604065
1169,6.1233169886846515,13.554494755058718,36.63793475323671,36.63793475323671,36.63793475323671
1170,6.047718243643013,12.76000546288411,37.98777445347913,37.98777445347913,37.98777445347913
1171,6.492830250592367,13.397020266790907,37.74829550832919,37.74829550832919,37.74829550832919
1172,7.679556414079811,13.525168935476133,37.00945211529982,37.00945211529982,37.00945211529982
1173,6.751642715351628,13.14038647401063,37.59406144870157,37.59406144870157,37.59406144870157
1174,7.517667785382739,14.459029826834168,37.10621776749392,37.10621776749392,37.10621776749392
1175,6.677455413351263,13.243166478625355,36.68237734707675,36.68237734707675,36.68237734707675
1176,5.678672378958544,14.181048848610136,36.136221513455816,36.136221513455816,36.136221513455816
1177,6.171672941917976,15.622342138137602,37.012752697009105,37.012752697009105,37.012752697009105
1178,6.045661314674113,12.75487469237949,36.705816820030535,36.705816820030535,36.705816820030535
1179,5.708533585149828,14.685979918953318,37.32267625746327,37.32267625746327,37.32267625746327
1180,6.486180883608596,13.249902497601166,37.596224802748054,37.596224802748054,37.596224802748054
1181,6.668352144049082,13.374116680830415,36.45777473490868,36.45777473490868,36.45777473490868
1182,6.198942953854906,12.863989314018347,37.32154666184792,37.32154666184792,37.32154666184792
1183,5.991414591701732,13.369924465506935,37.15201159114217,37.15201159114217,37.15201159114217
1184,6.9427410240820056,14.656344014836188,37.2581806773725,37.2581806773725,37.2581806773725
1185,7.048976397316893,12.786800680586321,37.45521873147935,37.45521873147935,37.45521873147935
1186,6.09573823669243,14.706154139312686,36.53001889654924,36.53001889654924,36.53001889654924
1187,6.0818524944138,13.899799108984968,37.59234535008457,37.59234535008457,37.59234535008457
1188,6.93536478880317,13.3489599284606,36.57364738611213,36.57364738611213,36.57364738611213
1189,5.598407742348482,13.320172700292808,37.155817797041806,37.155817797041806,37.155817797041806
1190,6.502809574387575,13.923130409769122,36.5558293688743,36.5558293688743,36.5558293688743
1191,7.434739707541903,14.968976757281592,36.95170443577272,36.95170443577272,36.95170443577272
1192,6.571701696932494,15.780988710970975,37.031508464874726,37.031508464874726,37.031508464874726
1193,6.05537957236023,16.56959517362847,36.63521926412784,36.63521926412784,36.63521926412784
1194,7.2562611697082176,14.206407518904198,37.55023813990423,37.55023813990423,37.55023813990423
1195,6.576847008713946,13.195800419259792,36.932543809971015,36.932543809971015,36.932543809971015
1196,5.355796926734856,15.072449613918069,37.32103931642907,37.32103931642907,37.32103931642907
1197,6.322043933423181,16.090113212735098,36.73759927251613,36.73759927251613,36.73759927251613
1198,6.989178991059506,14.250433262938902,37.15758174479144,37.15758174479144,37.15758174479144
1199,6.7078771336451934,15.718315018067747,36.878369730101774,36.878369730101774,36.878369730101774
1200,8.0396620666782,14.108724501626273,36.30008916964624,36.30008916964624,36.30008916964624
1201,8.171252814798839,13.874056943691052,37.41717145297916,37.41717145297916,37.41717145297916
1202,5.29686897163068,15.247488165565533,37.51741540994276,37.51741540994276,37.51741540994276
1203,6.515324415692513,13.77919014049661,37.48543916245828,37.48543916245828,37.48543916245828
1204,6.718209038045416,14.961690880011526,37.44024744011616,37.44024744011616,37.44024744011616
1205,5.382808388352997,13.622211369654117,37.23005611799938,37.23005611799938,37.23005611799938
1206,6.405831009636859,14.302558939796915,36.231169500076724,36.231169500076724,36.231169500076724
1207,7.273679099587599,15.234119222380972,36.37212283484256,36.37212283484256,36.37212283484256
1208,5.596451265454652,12.809798930739513,36.75941492715839,36.75941492715839,36.75941492715839
1209,7.49234434992503,14.177499671563487,37.29932998691693,37.29932998691693,37.29932998691693
1210,6.460835712359709,14.467829190780854,36.65768335488289,36.65768335488289,36.65768335488289
1211,7.478948793291004,14.686481852404782,37.12025142055853,37.12025142055853,37.12025142055853
1212,7.088853258805723,14.004663785433536,36.988810640650996,36.988810640650996,36.988810640650996
1213,6.7364451827362695,13.649328451060168,37.58968917906897,37.58968917906897,37.58968917906897
1214,6.356673725741152,13.441909079829411,37.14927333621922,37.14927333621922,37.14927333621922
1215,6.519343664484331,13.691315088623709,37.31173888355154,37.31173888355154,37.31173888355154
1216,6.293257381258031,14.318394013714759,38.02678854602656,38.02678854602656,38.02678854602656
1217,8.523488787695875,14.160939074522323,36.94372880689994,36.94372880689994,36.94372880689994
1218,7.579921769025291,14.271318402445257,36.56151644452477,36.56151644452477,36.56151644452477
1219,6.11737854679639,15.176897059601108,37.61048252444079,37.61048252444079,37.61048252444079
1220,8.42828686755876,13.888534802242335,37.1507297641606,37.1507297641606,37.1507297641606
1221,6.09194268654125,14.503341569208917,36.56095079367682,36.56095079367682,36.56095079367682
1222,7.597465027686994,15.652821076388843,36.65258326859117,36.65258326859117,36.65258326859117
1223,5.561962163538965,15.06022847871443,37.01398175265297,37.01398175265297,37.01398175265297
1224,6.902228095360386,13.426531268096108,36.73721870627892,36.73721870627892,36.73721870627892
1225,6.348538462060154,13.528896390077648,37.318956262533234,37.318956262533234,37.318956262533234
1226,7.732565460253378,14.843784643495614,37.436729035605715,37.436729035605715,37.436729035605715
1227,7.105256788796793,13.858287133809254,37.00084705122439,37.00084705122439,37.00084705122439
1228,7.309269119746546,12.741234616385558,36.98339448496835,36.98339448496835,36.98339448496835
1229,6.90712800423453,15.70093719988284,37.88667255752514,37.88667255752514,37.88667255752514
1230,5.094187453797161,15.289062379511995,36.34251266863235,36.34251266863235,36.34251266863235
1231,7.574752662989499,12.815716015060005,36.8336703961983,36.8336703961983,36.8336703961983
1232,7.214387591238011,13.333262594634512,37.21011635904327,37.21011635904327,37.21011635904327
1233,7.22920285135214,15.971566357730394,37.32851803956499,37.32851803956499,37.32851803956499
1234,7.852274362856545,12.337600814587024,36.903951121351184,36.903951121351184,36.903951121351184
1235,6.195021678620572,14.576196322094049,36.62823561174593,36.62823561174593,36.62823561174593
1236,6.576532616897915,13.145756688024683,37.42336115510831,37.42336115510831,37.42336115510831
1237,6.487949923337289,13.94714641870324,36.980804219087005,36.980804219087005,36.980804219087005
1238,6.007800628973738,14.10268619916888,37.73365338411375,37.73365338411375,37.73365338411375
1239,7.677425982588394,13.738796965202518,36.376275120084664,36.376275120084664,36.376275120084664
1240,7.168493990360024,15.128730258426986,37.36644910118158,37.36644910118158,37.36644910118158
1241,5.609458517631024,13.637021567680181,37.2988003357772,37.2988003357772,37.2988003357772
1242,5.752949333630377,13.61723274128218,37.795831954662034,37.795831954662034,37.795831954662034
1243,6.267790249747099,14.201030194574392,36.28427722588393,36.28427722588393,36.28427722588393
1244,6.665038376701519,15.664101874293127,36.64249951320895,36.64249951320895,36.64249951320895
1245,5.501523870801577,14.52792179508076,37.61040465850214,37.61040465850214,37.61040465850214
1246,6.604572353452826,14.822582417672907,36.720516664977666,36.720516664977666,36.720516664977666
1247,5.975285318926687,15.29870950440747,37.24437578290307,37.24437578290307,37.24437578290307
1248,6.6801549615671325,12.425673873128053,37.53868092887344,37.53868092887344,37.53868092887344
1249,6.198966853510852,13.48450546051099,37.386830356594,37.386830356594,37.386830356594
1250,7.930445359619072,13.825167106620015,36.92259432574823,36.92259432574823,36.92259432574823
1251,6.872295268100009,14.680254486364706,37.442111607739356,37.442111607739356,37.442111607739356
1252,8.300810805849945,13.463656928750801,36.45300755158906,36.45300755158906,36.45300755158906
1253,7.140686920138464,13.992507126177204,37.23512065372123,37.23512065372123,37.23512065372123
1254,6.348169384229439,13.055312162616236,36.4429075543062,36.4429075543062,36.4429075543062
1255,6.0034023687539335,14.357818355505863,37.19002463339317,37.19002463339317,37.19002463339317
1256,7.281607909792686,14.013730371513631,36.57718550664344,36.57718550664344,36.57718550664344
1257,6.8279244731470365,14.881533414538064,37.692897434359594,37.692897434359594,37.692897434359594
1258,5.9328318170437,13.869494514963536,37.35370289827863,37.35370289827863,37.35370289827863
1259,6.383977654395135,13.436970094862257,36.42850420699187,36.42850420699187,36.42850420699187
1260,6.13405667170887,14.809212815540635,37.712056271044496,37.712056271044496,37.712056271044496
1261,5.6485641007097875,15.372001264323725,37.395457587133635,37.395457587133635,37.395457587133635
1262,7.454691914561808,14.297253637320825,37.07599296402543,37.07599296402543,37.07599296402543
1263,6.133257790223088,14.639287618503891,36.66717126833279,36.66717126833279,36.66717126833279
1264,7.863556642372324,13.128055255507938,37.25933846369458,37.25933846369458,37.25933846369458
1265,6.909629508479936,13.81496525466336,36.766183407834454,36.766183407834454,36.766183407834454
1266,6.29510628146124,12.781443325537031,37.64077762091837,37.64077762091837,37.64077762091837
1267,6.510350071234109,15.564516656884054,37.574445983373245,37.574445983373245,37.574445983373245
1268,8.146666831406538,14.617175004181787,36.429726004703134,36.429726004703134,36.429726004703134
1269,7.0089501071781255,13.713177650954982,37.29020506179248,37.29020506179248,37.29020506179248
1270,6.293605303680074,15.021620299422567,36.294607604664975,36.294607604664975,36.294607604664975
1271,6.080895174604326,13.339854491414929,37.27971467464925,37.27971467464925,37.27971467464925
1272,7.676097730270137,13.226807410508881,37.226405461892966,37.226405461892966,37.226405461892966
1273,6.57716412671016,14.2930908395738,37.39217454715867,37.39217454715867,37.39217454715867
1274,6.886168073889401,15.16440891275427,36.76574250214308,36.76574250214308,36.76574250214308
1275,6.29659837111878,14.411057822392879,36.620096209439886,36.620096209439886,36.620096209439886
1276,6.5799490756719345,14.027042584040087,37.65869206236319,37.65869206236319,37.65869206236319
1277,5.6652659532726535,13.799006930347998,36.73056476170996,36.73056476170996,36.73056476170996
1278,5.560213070329782,15.734011837473531,37.29219935433627,37.29219935433627,37.29219935433627
1279,6.5562731997208825,13.830526419819728,37.40834762796487,37.40834762796487,37.40834762796487
1280,6.370435948977757,13.1755467415906,36.68955308174345,36.68955308174345,36.68955308174345
1281,8.628478129078227,15.21395012839011,36.70943984089743,36.70943984089743,36.70943984089743
1282,7.633431524489476,14.678451398312282,37.178854534843765,37.178854534843765,37.178854534843765
1283,8.008003288743485,15.06027171669753,37.59618028453645,37.59618028453645,37.59618028453645
1284,6.210728474590029,14.153355773255406,37.57705595284813,37.57705595284813,37.57705595284813
1285,5.857552999284115,14.913715411314007,36.763916523902246,36.763916523902246,36.763916523902246
1286,6.901451953425731,14.136862927277589,37.11234012944696,37.11234012944696,37.11234012944696
1287,6.494416464573872,16.33781855588157,37.64443989987317,37.64443989987317,37.64443989987317
1288,5.975823503027703,13.533858936742636,37.16196409136222,37.16196409136222,37.16196409136222
1289,7.073223769632774,14.636680777858682,37.567581209176005,37.567581209176005,37.567581209176005
1290,5.866604260459978,15.281278906825433,37.567531747190614,37.567531747190614,37.567531747190614
1291,6.328060065563091,13.539121602412006,37.372658967949185,37.372658967949185,37.372658967949185
1292,7.182982780642658,13.815445863928254,37.07078785170434,37.07078785170434,37.07078785170434
1293,7.32325099705641,14.235996975426968,36.67738299379397,36.67738299379397,36.67738299379397
1294,6.364131011115814,14.981457749761061,37.6690421499448,37.6690421499448,37.6690421499448
1295,6.3885489520482395,13.77572641810729,37.75583848136371,37.75583848136371,37.75583848136371
1296,5.9321315570579305,13.122347193126075,36.69998367870343,36.69998367870343,36.69998367870343
1297,8.04561767565643,13.571930617571109,37.045216807004834,37.045216807004834,37.045216807004834
1298,7.521960977251813,13.628126718679347,37.45345682977259,37.45345682977259,37.45345682977259
1299,6.131549704552457,16.020355814918034,36.84022897206701,36.84022897206701,36.84022897206701
1300,7.325348794721314,14.233946709288675,37.566650212607996,37.566650212607996,37.566650212607996
1301,5.367188456852493,13.176778390697816,37.13160912747041,37.13160912747041,37.13160912747041
1302,8.599881791865236,13.25412325868908,37.73190878876063,37.73190878876063,37.73190878876063
1303,6.754594437580046,13.3373239579177,37.187986294642734,37.187986294642734,37.187986294642734
1304,7.892634639763521,15.296952733695573,37.52528603758667,37.52528603758667,37.52528603758667
1305,5.876366608769562,12.986060970338794,36.88368369648377,36.88368369648377,36.88368369648377
1306,6.287583728504706,13.576693316379156,36.51097730561416,36.51097730561416,36.51097730561416
1307,6.226319864384922,13.654876197741682,37.52253578843781,37.52253578843781,37.52253578843781
1308,7.572510145968706,13.631114631467248,36.862805047246276,36.862805047246276,36.862805047246276
1309,6.115151830295868,14.433781860251235,36.41525107168133,36.41525107168133,36.41525107168133
1310,6.7645594937722064,13.84885575548429,37.07231299492579,37.07231299492579,37.07231299492579
1311,6.586345620624564,14.625617261489417,37.809117109262694,37.809117109262694,37.809117109262694
1312,6.952909930863413,12.865522374472619,36.49134230170332,36.49134230170332,36.49134230170332
1313,7.501544607997806,13.249708805087728,37.592050249509924,37.592050249509924,37.592050249509924
1314,6.633192183273956,13.149431496232861,37.07953743949916,37.07953743949916,37.07953743949916
1315,6.632521704775917,16.30270107305506,36.95579678924716,36.95579678924716,36.95579678924716
1316,8.253985176733131,14.443181016833364,36.74724345141987,36.74724345141987,36.74724345141987
1317,6.264517047420725,14.893539664086822,36.835636239637644,36.835636239637644,36.835636239637644
1318,5.439798164295261,12.796367084056925,37.5491146281443,37.5491146281443,37.5491146281443
1319,6.284234569340635,15.232221202878273,37.480718716251225,37.480718716251225,37.480718716251225
1320,8.4239604978528,13.935221017693015,36.8078288401892,36.8078288401892,36.8078288401892
1321,6.0584395847955195,13.823114531471273,37.157097187704046,37.157097187704046,37.157097187704046
1322,6.865461921911951,13.606091690395967,36.86331582735782,36.86331582735782,36.86331582735782
1323,6.538350811028308,14.988095034909838,37.96046599294714,37.96046599294714,37.96046599294714
1324,8.167839128690225,13.920398420141547,37.15408671334503,37.15408671334503,37.15408671334503
1325,6.106777914671628,14.200028483172739,37.00077032792293,37.00077032792293,37.00077032792293
1326,8.518501220884112,13.855288381198854,37.50333578072923,37.50333578072923,37.50333578072923
1327,6.460465588516103,14.032830421649606,36.90462860033689,36.90462860033689,36.90462860033689
1328,6.33465710171526,14.04779308843537,36.862564470721225,36.862564470721225,36.862564470721225
1329,6.878810609092633,15.059607101945085,37.59805299844438,37.59805299844438,37.59805299844438
1330,6.353938039720947,14.525984435050187,36.6513826600792,36.6513826600792,36.6513826600792
1331,6.442774750200754,13.323293868524546,37.44664799851067,37.44664799851067,37.44664799851067
1332,6.812190666561901,13.176139145774728,37.75333704747444,37.75333704747444,37.75333704747444
1333,6.991489908937639,13.36706495572276,36.63498208890473,36.63498208890473,36.63498208890473
1334,7.22402432592141,14.422341594412408,37.78150255888547,37.78150255888547,37.78150255888547
1335,6.488554821733113,14.161925666945645,36.907376889450084,36.907376889450084,36.907376889450084
1336,5.975746803540829,14.748929000000121,36.9951992747132,36.9951992747132,36.9951992747132
1337,6.370159557518457,13.880954153898264,36.17439327021317,36.17439327021317,36.17439327021317
1338,6.2871590537685655,14.033703982605317,36.793110613234646,36.793110613234646,36.793110613234646
1339,5.9062947633526734,13.75270419604129,36.369540488745955,36.369540488745955,36.369540488745955
1340,7.117739168478643,13.679467739776833,37.41618500947916,37.41618500947916,37.41618500947916
1341,6.262842501505219,13.490157291741955,37.61989180485374,37.61989180485374,37.61989180485374
1342,7.377453566710052,14.2429119494223,37.00507062743177,37.00507062743177,37.00507062743177
1343,6.031241317927517,13.054032758772834,37.20534796412064,37.20534796412064,37.20534796412064
1344,7.173658971198954,13.255461390576047,37.43408093917674,37.43408093917674,37.43408093917674
1345,7.272692279480001,15.059606246320971,37.07732948689477,37.07732948689477,37.07732948689477
1346,7.277932619826911,14.195565110727719,37.10087365139691,37.10087365139691,37.10087365139691
1347,7.273025115610025,12.803491648911688,36.717649205967454,36.717649205967454,36.717649205967454
1348,8.000859701738236,13.954943857381902,36.92461905242872,36.92461905242872,36.92461905242872
1349,6.533602451299204,13.878821458627057,37.76856130717665,37.76856130717665,37.76856130717665
1350,6.717634666067643,14.702893400000512,37.53664158858477,37.53664158858477,37.53664158858477
1351,8.312603354535058,14.668150399639467,36.80406383002032,36.80406383002032,36.80406383002032
1352,6.02440964347225,12.845545667721336,37.76144317334338,37.76144317334338,37.76144317334338
1353,7.041132522462593,15.081275504382122,37.47649156729956,37.47649156729956,37.47649156729956
1354,8.17181456446318,13.906820045745526,36.759884582875706,36.759884582875706,36.759884582875706
1355,6.897115542524138,13.96410183776161,37.15395055048934,37.15395055048934,37.15395055048934
1356,6.052155112103083,13.762286296029128,36.672833945653174,36.672833945653174,36.672833945653174
1357,6.937966591682065,14.834193725592446,36.44049224700843,36.44049224700843,36.44049224700843
1358,6.939144789154453,13.578965216260137,36.86251761997985,36.86251761997985,36.86251761997985
1359,7.554738333555503,14.716444609850509,37.033275526150064,37.033275526150064,37.033275526150064
1360,6.809732248727798,14.37311515465774,36.97604666722261,36.97604666722261,36.97604666722261
1361,5.860210486116962,15.174705767088554,36.78256655302379,36.78256655302379,36.78256655302379
1362,7.862105130431015,14.108438423841363,36.67491043697146,36.67491043697146,36.67491043697146
1363,7.366652185742254,13.250330851974466,37.596691352045326,37.596691352045326,37.596691352045326
1364,6.785175165881783,14.21643018437714,37.29798254257833,37.29798254257833,37.29798254257833
1365,6.351929843142323,14.925831811666134,37.28773703759239,37.28773703759239,37.28773703759239
1366,7.091185637168741,14.451075112725695,37.11751531228008,37.11751531228008,37.11751531228008
1367,6.8147121218988485,14.981095872332903,37.81900810558803,37.81900810558803,37.81900810558803
1368,5.451852149438033,14.088856482008632,37.85839273114023,37.85839273114023,37.85839273114023
1369,6.42117067481456,13.021256600833853,36.75672773869569,36.75672773869569,36.75672773869569
1370,7.280696647592876,13.967632471092863,37.81290238091456,37.81290238091456,37.81290238091456
1371,6.584224291830504,14.326564765017183,36.99727646570026,36.99727646570026,36.99727646570026
1372,5.862974439397652,13.257898505082878,37.743939037863264,37.743939037863264,37.743939037863264
1373,6.896391313230787,14.765355755106397,37.41768468605848,37.41768468605848,37.41768468605848
1374,6.354209677917474,14.893914790821798,36.555206873708975,36.555206873708975,36.555206873708975
1375,6.450058995637046,13.56378466004116,36.88657181264957,36.88657181264957,36.88657181264957
1376,6.590133565025088,14.396140753933892,37.47455646697338,37.47455646697338,37.47455646697338
1377,6.22874787443132,13.848857107732172,37.01985952926692,37.01985952926692,37.01985952926692
1378,5.80710175713671,14.560177850084479,36.807914994699246,36.807914994699246,36.807914994699246
1379,7.318202778520052,14.230894407925625,37.68201238832786,37.68201238832786,37.68201238832786
1380,7.051025770966953,13.591066152181352,37.35384705183611,37.35384705183611,37.35384705183611
1381,7.1601542675616265,15.119225426347993,36.73964416779434,36.73964416779434,36.73964416779434
1382,6.29636703823569,14.43248545955058,36.73720436746008,36.73720436746008,36.73720436746008
1383,7.950340785683078,13.222038785520382,37.1553068481982,37.1553068481982,37.1553068481982
1384,7.392714357673971,14.08299249798296,37.09569743359915,37.09569743359915,37.09569743359915
1385,6.237330970950149,14.844713838018691,37.516579294076486,37.516579294076486,37.516579294076486
1386,5.772212710434603,13.078767368075482,37.62757873270934,37.62757873270934,37.62757873270934
1387,7.692275687150944,12.818097612450789,36.710080061497244,36.710080061497244,36.710080061497244
1388,6.093418407797251,13.56027537227008,37.00482201732985,37.00482201732985,37.00482201732985
1389,6.343646710126162,13.304529426931078,36.61268686186063,36.61268686186063,36.61268686186063
1390,5.947656016233933,13.600159522135879,37.48063531877798,37.48063531877798,37.48063531877798
1391,8.408898983883924,14.011196380860616,37.23888077396196,37.23888077396196,37.23888077396196
1392,6.382766820998567,16.582612865191066,37.39348573803304,37.39348573803304,37.39348573803304
1393,6.126224173814044,14.242850806554426,37.08970921291084,37.08970921291084,37.08970921291084
1394,6.6926342463143795,14.805645663282,37.52253176797857,37.52253176797857,37.52253176797857
1395,6.341797061196437,15.179219775451369,36.81940099660021,36.81940099660021,36.81940099660021
1396,5.726388588509489,13.689881278948224,37.6424481401223,37.6424481401223,37.6424481401223
1397,6.21440382543817,14.394056676990683,37.004192350758814,37.004192350758814,37.004192350758814
1398,7.07342943599006,13.779048001070052,36.84090267939381,36.84090267939381,36.84090267939381
